Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
DisplayManagerService,createVirtualDisplay,11,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>, <Application,Landroid/media/projection/IMediaProjection>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Application,Landroid/view/Surface>, <Primordial,I>, <Application,Ljava/lang/String>]",left_only
DisplayManagerService,disconnectWifiDisplay,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,forgetWifiDisplay,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>]",both
DisplayManagerService,getAmbientBrightnessStats,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getBrightnessConfigurationForUser,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>]",both
DisplayManagerService,getBrightnessEvents,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>]",both
DisplayManagerService,getDefaultBrightnessConfiguration,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getDisplayIds,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getDisplayInfo,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>]",both
DisplayManagerService,getMinimumBrightnessCurve,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getStableDisplaySize,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getWifiDisplayStatus,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,pauseWifiDisplay,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,registerCallback,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IDisplayManagerCallback>]",both
DisplayManagerService,releaseVirtualDisplay,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>]",both
DisplayManagerService,renameWifiDisplay,3,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
DisplayManagerService,requestColorMode,3,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>, <Primordial,I>]",both
DisplayManagerService,resizeVirtualDisplay,5,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>, <Primordial,I>, <Primordial,I>, <Primordial,I>]",both
DisplayManagerService,resumeWifiDisplay,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,setBrightnessConfigurationForUser,4,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/BrightnessConfiguration>, <Primordial,I>, <Application,Ljava/lang/String>]",both
DisplayManagerService,setSaturationLevel,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,F>]",both
DisplayManagerService,setTemporaryAutoBrightnessAdjustment,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,F>]",both
DisplayManagerService,setTemporaryBrightness,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>]",both
DisplayManagerService,setVirtualDisplaySurface,3,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>, <Application,Landroid/view/Surface>]",both
DisplayManagerService,startWifiDisplayScan,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,stopWifiDisplayScan,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
CrossProfileAppsService,getTargetUserProfiles,2,"[<Application,Lcom/android/server/pm/CrossProfileAppsServiceImpl>, <Application,Ljava/lang/String>]",both
BroadcastRadioService,addAnnouncementListener,3,"[<Application,Lcom/android/server/broadcastradio/BroadcastRadioService$ServiceImpl>, <Primordial,[I>, <Application,Landroid/hardware/radio/IAnnouncementListener>]",both
BroadcastRadioService,listModules,1,"[<Application,Lcom/android/server/broadcastradio/BroadcastRadioService$ServiceImpl>]",both
BroadcastRadioService,openTuner,5,"[<Application,Lcom/android/server/broadcastradio/BroadcastRadioService$ServiceImpl>, <Primordial,I>, <Application,Landroid/hardware/radio/RadioManager$BandConfig>, <Primordial,Z>, <Application,Landroid/hardware/radio/ITunerCallback>]",both
MediaProjectionManagerService,addCallback,2,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Application,Landroid/media/projection/IMediaProjectionWatcherCallback>]",both
MediaProjectionManagerService,createProjection,5,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",both
MediaProjectionManagerService,getActiveProjectionInfo,1,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>]",both
MediaProjectionManagerService,hasProjectionPermission,3,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Primordial,I>, <Application,Ljava/lang/String>]",both
MediaProjectionManagerService,isValidMediaProjection,2,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Application,Landroid/media/projection/IMediaProjection>]",both
MediaProjectionManagerService,removeCallback,2,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Application,Landroid/media/projection/IMediaProjectionWatcherCallback>]",both
MediaProjectionManagerService,stopActiveProjection,1,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>]",both
JobSchedulerService,cancel,2,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Primordial,I>]",both
JobSchedulerService,cancelAll,1,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>]",both
JobSchedulerService,enqueue,3,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Application,Landroid/app/job/JobInfo>, <Application,Landroid/app/job/JobWorkItem>]",both
JobSchedulerService,getAllPendingJobs,1,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>]",both
JobSchedulerService,getPendingJob,2,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Primordial,I>]",both
JobSchedulerService,schedule,2,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Application,Landroid/app/job/JobInfo>]",both
JobSchedulerService,scheduleAsPackage,5,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Application,Landroid/app/job/JobInfo>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
MediaResourceMonitorService,notifyResourceGranted,3,"[<Application,Lcom/android/server/media/MediaResourceMonitorService$MediaResourceMonitorImpl>, <Primordial,I>, <Primordial,I>]",both
ClipboardService,addPrimaryClipChangedListener,3,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Landroid/content/IOnPrimaryClipChangedListener>, <Application,Ljava/lang/String>]",both
ClipboardService,clearPrimaryClip,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,getPrimaryClip,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,getPrimaryClipDescription,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,hasClipboardText,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,hasPrimaryClip,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,removePrimaryClipChangedListener,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Landroid/content/IOnPrimaryClipChangedListener>]",both
ClipboardService,setPrimaryClip,3,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Landroid/content/ClipData>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccounts,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,[I>]",both
AccountManagerService$Lifecycle,getAccountsAndVisibilityForPackage,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Application,Ljava/lang/Integer>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,hasAccountAccess,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>]",both
AccountManagerService$Lifecycle,registerAccountListener,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,removeSharedAccountAsUser,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Primordial,I>, <Primordial,I>]",both
AccountManagerService$Lifecycle,setAccountVisibility,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,unregisterAccountListener,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,accountAuthenticated,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,addAccount,7,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,addAccountAsUser,8,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>, <Primordial,I>]",both
AccountManagerService$Lifecycle,addAccountExplicitly,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,addAccountExplicitlyWithVisibility,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>, <Application,Ljava/util/Map>]",both
AccountManagerService$Lifecycle,addSharedAccountsFromParentUser,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,clearPassword,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,confirmCredentialsAsUser,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Landroid/os/Bundle>, <Primordial,Z>, <Primordial,I>]",both
AccountManagerService$Lifecycle,copyAccountToUser,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Primordial,I>, <Primordial,I>]",both
AccountManagerService$Lifecycle,editProperties,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
AccountManagerService$Lifecycle,finishSessionAsUser,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/os/Bundle>, <Primordial,Z>, <Application,Landroid/os/Bundle>, <Primordial,I>]",both
AccountManagerService$Lifecycle,getAccountByTypeAndFeatures,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
