Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
UsbService$Lifecycle,openDevice,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
UsbService$Lifecycle,requestAccessoryPermission,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Application,Ljava/lang/String>, <Application,Landroid/app/PendingIntent>]",both
UsbService$Lifecycle,requestDevicePermission,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>, <Application,Landroid/app/PendingIntent>]",both
UsbService$Lifecycle,setAccessoryPackage,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Application,Ljava/lang/String>, <Primordial,I>]",both
UsbService$Lifecycle,setCurrentFunction,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
UsbService$Lifecycle,setCurrentFunctions,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,J>]",both
UsbService$Lifecycle,setDevicePackage,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>, <Primordial,I>]",both
UsbService$Lifecycle,setPortRoles,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",both
UsbService$Lifecycle,setScreenUnlockedFunctions,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,J>]",both
UsbService$Lifecycle,setUsbDeviceConnectionHandler,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/content/ComponentName>]",both
WifiScanningService,getAvailableChannels,2,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>, <Primordial,I>]",both
WifiScanningService,getMessenger,1,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>]",both
LockSettingsService$Lifecycle,verifyCredential,7,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Application,Lcom/android/server/locksettings/LockSettingsStorage$CredentialHash>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,J>, <Application,Lcom/android/internal/widget/ICheckCredentialProgressCallback>]",both
LockSettingsService$Lifecycle,checkCredential,5,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Application,Lcom/android/internal/widget/ICheckCredentialProgressCallback>]",both
LockSettingsService$Lifecycle,checkVoldPassword,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",both
LockSettingsService$Lifecycle,closeSession,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",both
LockSettingsService$Lifecycle,generateKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",both
LockSettingsService$Lifecycle,getBoolean,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]",both
LockSettingsService$Lifecycle,getHashFactor,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LockSettingsService$Lifecycle,getKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",both
LockSettingsService$Lifecycle,getKeyChainSnapshot,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",both
LockSettingsService$Lifecycle,getLong,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,J>, <Primordial,I>]",both
LockSettingsService$Lifecycle,getRecoverySecretTypes,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",both
LockSettingsService$Lifecycle,getRecoveryStatus,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",both
LockSettingsService$Lifecycle,getSeparateProfileChallengeEnabled,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",both
LockSettingsService$Lifecycle,getString,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LockSettingsService$Lifecycle,getStrongAuthForUser,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",both
LockSettingsService$Lifecycle,havePassword,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",both
LockSettingsService$Lifecycle,havePattern,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",both
LockSettingsService$Lifecycle,importKey,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,[B>]",both
LockSettingsService$Lifecycle,recoverKeyChainSnapshot,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,[B>, <Application,Ljava/util/List>]",both
LockSettingsService$Lifecycle,registerStrongAuthTracker,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/trust/IStrongAuthTracker>]",both
LockSettingsService$Lifecycle,removeKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",both
LockSettingsService$Lifecycle,requireStrongAuth,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Primordial,I>]",both
LockSettingsService$Lifecycle,resetKeyStore,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",both
LockSettingsService$Lifecycle,setBoolean,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]",both
LockSettingsService$Lifecycle,setLockCredential,6,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",both
LockSettingsService$Lifecycle,setLong,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,J>, <Primordial,I>]",both
LockSettingsService$Lifecycle,setRecoverySecretTypes,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,[I>]",both
LockSettingsService$Lifecycle,setRecoveryStatus,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LockSettingsService$Lifecycle,setSeparateProfileChallengeEnabled,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Primordial,Z>, <Application,Ljava/lang/String>]",both
LockSettingsService$Lifecycle,setServerParams,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,[B>]",both
LockSettingsService$Lifecycle,setSnapshotCreatedPendingIntent,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/PendingIntent>]",both
LockSettingsService$Lifecycle,setString,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LockSettingsService$Lifecycle,systemReady,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",both
LockSettingsService$Lifecycle,unregisterStrongAuthTracker,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/trust/IStrongAuthTracker>]",both
LockSettingsService$Lifecycle,userPresent,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",both
LockSettingsService$Lifecycle,verifyCredential,5,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,J>, <Primordial,I>]",both
LockSettingsService$Lifecycle,verifyTiedProfileChallenge,5,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,J>, <Primordial,I>]",both
LauncherAppsService,addOnAppsChangedListener,3,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/IOnAppsChangedListener>]",both
LauncherAppsService,getShortcutIconFd,5,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LauncherAppsService,getShortcutIconResId,5,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LauncherAppsService,hasShortcutHostPermission,2,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>]",both
LauncherAppsService,removeOnAppsChangedListener,2,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Landroid/content/pm/IOnAppsChangedListener>]",both
LauncherAppsService,startShortcut,7,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Landroid/graphics/Rect>, <Application,Landroid/os/Bundle>, <Primordial,I>]",both
TrustManagerService,clearAllFingerprints,1,"[<Application,Lcom/android/server/trust/TrustManagerService$1>]",both
TrustManagerService,isDeviceLocked,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,isDeviceSecure,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,isTrustUsuallyManaged,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,registerTrustListener,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Application,Landroid/app/trust/ITrustListener>]",both
TrustManagerService,reportEnabledTrustAgentsChanged,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,reportKeyguardShowingChanged,1,"[<Application,Lcom/android/server/trust/TrustManagerService$1>]",both
TrustManagerService,reportUnlockAttempt,3,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,Z>, <Primordial,I>]",both
TrustManagerService,reportUnlockLockout,3,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>, <Primordial,I>]",both
TrustManagerService,setDeviceLockedForUser,3,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>, <Primordial,Z>]",both
TrustManagerService,unlockedByFingerprintForUser,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,unregisterTrustListener,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Application,Landroid/app/trust/ITrustListener>]",both
DisplayManagerService,connectWifiDisplay,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>]",both
DisplayManagerService,createVirtualDisplay,11,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>, <Application,Landroid/media/projection/IMediaProjection>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Application,Landroid/view/Surface>, <Primordial,I>, <Application,Ljava/lang/String>]",both
DisplayManagerService,disconnectWifiDisplay,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,forgetWifiDisplay,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>]",both
