Class Name,API Name,Number of Input Parameters_x,Number of Input Parameters_y,_merge
DisplayManagerService,getDeviceMaxVolume,,1,right_only
DisplayManagerService,getDeviceMinVolume,,1,right_only
DisplayManagerService,getDisplayInfoUsingAppToken,,3,right_only
DisplayManagerService,getLastChangedWifiDisplayViewMode,,1,right_only
DisplayManagerService,getLastConnectedDevice,,1,right_only
DisplayManagerService,getPresentationOwner,,2,right_only
DisplayManagerService,isConnWithPinSupported,,2,right_only
DisplayManagerService,isDeviceVolumeMuted,,1,right_only
DisplayManagerService,isDongleRenameSupported,,1,right_only
DisplayManagerService,isFitToActiveDisplay,,1,right_only
DisplayManagerService,isScreenInSinkConnected,,1,right_only
DisplayManagerService,isWifiDisplayDmrSupported,,1,right_only
DisplayManagerService,isWifiDisplaySinkConnected,,1,right_only
DisplayManagerService,removeLastConnectedDevice,,1,right_only
DisplayManagerService,renameDongle,,2,right_only
DisplayManagerService,resetBrightnessConfigurationForUser,,3,right_only
DisplayManagerService,restartWifiDisplay,,1,right_only
DisplayManagerService,setAppListSupportingDirectStream,,2,right_only
DisplayManagerService,setBackupBrightnessConfiguration,,4,right_only
DisplayManagerService,setCurrentDisplayIdMagnifier,,2,right_only
DisplayManagerService,setCurrentFollowingStatus,,2,right_only
DisplayManagerService,setDeviceVolume,,2,right_only
DisplayManagerService,setDeviceVolumeMuted,,2,right_only
DisplayManagerService,setMagnificationSettings,,4,right_only
DisplayManagerService,setMagnificationSpec,,2,right_only
DisplayManagerService,setScanningChannel,,2,right_only
DisplayManagerService,setTemporaryBrightnessForSlowChange,,3,right_only
DisplayManagerService,setVolumeKeyEvent,,2,right_only
DisplayManagerService,setWifiDisplayCPUBoost,,3,right_only
DisplayManagerService,setWifiDisplayParam,,3,right_only
DisplayManagerService,setWifiDisplayRealSize,,2,right_only
DisplayManagerService,startWifiDisplayChannelScan,,2,right_only
DisplayManagerService,updateDeviceState,,3,right_only
DisplayManagerService,wakeupOrSleepDexVirtualDisplay,,2,right_only
CrossProfileAppsService,startActivityAsUser,,5,right_only
StorageManagerService$Lifecycle,abortIdleMaintenance,,1,right_only
StorageManagerService$Lifecycle,addUserKeyAuth,,5,right_only
StorageManagerService$Lifecycle,allocateBytes,,5,right_only
StorageManagerService$Lifecycle,benchmark,,3,right_only
StorageManagerService$Lifecycle,changeEncryptionPassword,,3,right_only
StorageManagerService$Lifecycle,changePrivateModePasswordCmd,,4,right_only
StorageManagerService$Lifecycle,clearPassword,,1,right_only
StorageManagerService$Lifecycle,createPartitionCmd,,3,right_only
StorageManagerService$Lifecycle,createSecureContainer,,7,right_only
StorageManagerService$Lifecycle,createUserKey,,4,right_only
StorageManagerService$Lifecycle,decryptStorage,,2,right_only
StorageManagerService$Lifecycle,destroySecureContainer,,3,right_only
StorageManagerService$Lifecycle,destroyUserKey,,2,right_only
StorageManagerService$Lifecycle,destroyUserStorage,,4,right_only
StorageManagerService$Lifecycle,encryptExternalStorage,,2,right_only
StorageManagerService$Lifecycle,encryptStorage,,3,right_only
StorageManagerService$Lifecycle,finalizeSecureContainer,,2,right_only
StorageManagerService$Lifecycle,finishMediaUpdate,,1,right_only
StorageManagerService$Lifecycle,fixPermissionsSecureContainer,,4,right_only
StorageManagerService$Lifecycle,fixateNewestUserKeyAuth,,2,right_only
StorageManagerService$Lifecycle,forgetAllVolumes,,1,right_only
StorageManagerService$Lifecycle,forgetVolume,,2,right_only
StorageManagerService$Lifecycle,format,,2,right_only
StorageManagerService$Lifecycle,fstrim,,3,right_only
StorageManagerService$Lifecycle,getAllocatableBytes,,4,right_only
StorageManagerService$Lifecycle,getCCmodeForCryptKeeper,,1,right_only
StorageManagerService$Lifecycle,getCacheQuotaBytes,,3,right_only
StorageManagerService$Lifecycle,getCacheSizeBytes,,3,right_only
StorageManagerService$Lifecycle,getCurrentEncryptionFailCount,,1,right_only
StorageManagerService$Lifecycle,getDisks,,1,right_only
StorageManagerService$Lifecycle,getEncryptionState,,1,right_only
StorageManagerService$Lifecycle,getField,,2,right_only
StorageManagerService$Lifecycle,getMountedObbPath,,2,right_only
StorageManagerService$Lifecycle,getPassword,,1,right_only
StorageManagerService$Lifecycle,getPasswordType,,1,right_only
StorageManagerService$Lifecycle,getPrimaryStorageUuid,,1,right_only
StorageManagerService$Lifecycle,getPropertyFromFooter,,2,right_only
StorageManagerService$Lifecycle,getSecureContainerFilesystemPath,,2,right_only
StorageManagerService$Lifecycle,getSecureContainerList,,1,right_only
StorageManagerService$Lifecycle,getSecureContainerPath,,2,right_only
StorageManagerService$Lifecycle,getVolumeList,,4,right_only
StorageManagerService$Lifecycle,getVolumeRecords,,2,right_only
StorageManagerService$Lifecycle,getVolumeState,,2,right_only
StorageManagerService$Lifecycle,getVolumes,,2,right_only
StorageManagerService$Lifecycle,isConvertibleToFBE,,1,right_only
StorageManagerService$Lifecycle,isFbeSecure,,2,right_only
StorageManagerService$Lifecycle,isMountedCmd,,2,right_only
StorageManagerService$Lifecycle,isObbMounted,,2,right_only
StorageManagerService$Lifecycle,isSecureContainerMounted,,2,right_only
StorageManagerService$Lifecycle,isUserKeyUnlocked,,2,right_only
StorageManagerService$Lifecycle,lastMaintenance,,1,right_only
StorageManagerService$Lifecycle,lockUserKey,,2,right_only
StorageManagerService$Lifecycle,mkdirs,,3,right_only
StorageManagerService$Lifecycle,mount,,2,right_only
StorageManagerService$Lifecycle,mountCmd,,5,right_only
StorageManagerService$Lifecycle,mountObb,,6,right_only
StorageManagerService$Lifecycle,mountPrivateModeCmd,,5,right_only
StorageManagerService$Lifecycle,mountProxyFileDescriptorBridge,,1,right_only
StorageManagerService$Lifecycle,mountSecureContainer,,5,right_only
StorageManagerService$Lifecycle,mountVolume,,2,right_only
StorageManagerService$Lifecycle,openProxyFileDescriptor,,4,right_only
StorageManagerService$Lifecycle,partitionMixed,,3,right_only
StorageManagerService$Lifecycle,partitionPrivate,,2,right_only
StorageManagerService$Lifecycle,partitionPublic,,2,right_only
StorageManagerService$Lifecycle,prepareUserStorage,,5,right_only
StorageManagerService$Lifecycle,registerListener,,2,right_only
StorageManagerService$Lifecycle,removePartitionCmd,,3,right_only
StorageManagerService$Lifecycle,renameSecureContainer,,3,right_only
StorageManagerService$Lifecycle,resizeSecureContainer,,4,right_only
StorageManagerService$Lifecycle,runIdleMaintenance,,1,right_only
StorageManagerService$Lifecycle,runIdleMaintenance,,2,right_only
StorageManagerService$Lifecycle,runMaintenance,,1,right_only
StorageManagerService$Lifecycle,setDebugFlags,,3,right_only
StorageManagerService$Lifecycle,setDualDARPolicyCmd,,3,right_only
StorageManagerService$Lifecycle,setExternalEncryptionPassword,,2,right_only
StorageManagerService$Lifecycle,setField,,3,right_only
StorageManagerService$Lifecycle,setKeyforFBEfota,,1,right_only
StorageManagerService$Lifecycle,setPrimaryStorageUuid,,3,right_only
StorageManagerService$Lifecycle,setPropertyIntoFooter,,3,right_only
StorageManagerService$Lifecycle,setVolumeNickname,,3,right_only
StorageManagerService$Lifecycle,setVolumeUserFlags,,4,right_only
StorageManagerService$Lifecycle,shutdown,,2,right_only
StorageManagerService$Lifecycle,unlockUserKey,,5,right_only
StorageManagerService$Lifecycle,unmount,,2,right_only
StorageManagerService$Lifecycle,unmountCmd,,3,right_only
StorageManagerService$Lifecycle,unmountObb,,5,right_only
StorageManagerService$Lifecycle,unmountPrivateModeCmd,,3,right_only
StorageManagerService$Lifecycle,unmountSecureContainer,,3,right_only
StorageManagerService$Lifecycle,unmountVolume,,4,right_only
StorageManagerService$Lifecycle,unregisterListener,,2,right_only
StorageManagerService$Lifecycle,verifyEncryptionPassword,,2,right_only
StorageManagerService$Lifecycle,waitForAsecScan,,1,right_only
EnterpriseDeviceManagerService,copyLogs,,2,right_only
EnterpriseDeviceManagerService,disableLogging,,2,right_only
EnterpriseDeviceManagerService,enableLogging,,2,right_only
EnterpriseDeviceManagerService,getLogLevel,,2,right_only
EnterpriseDeviceManagerService,isLoggingEnabled,,2,right_only
EnterpriseDeviceManagerService,setLogLevel,,3,right_only
PersistentDataBlockService,getDataBlockSize,,1,right_only
PersistentDataBlockService,getFlashLockState,,1,right_only
PersistentDataBlockService,getMaximumDataBlockSize,,1,right_only
PersistentDataBlockService,getOemUnlockEnabled,,1,right_only
PersistentDataBlockService,hasFrpCredentialHandle,,1,right_only
PersistentDataBlockService,isEnabled,,1,right_only
PersistentDataBlockService,read,,1,right_only
PersistentDataBlockService,setOemUnlockEnabled,,2,right_only
PersistentDataBlockService,wipe,,1,right_only
PersistentDataBlockService,write,,2,right_only
MediaResourceMonitorService,notifyMediaError,,6,right_only
MediaResourceMonitorService,notifyMediaInfo,,6,right_only
PrintManagerService,addPrintJobStateChangeListener,,4,right_only
PrintManagerService,addPrintServiceRecommendationsChangeListener,,3,right_only
PrintManagerService,addPrintServicesChangeListener,,3,right_only
PrintManagerService,cancelPrintJob,,4,right_only
PrintManagerService,createPrinterDiscoverySession,,3,right_only
PrintManagerService,destroyPrinterDiscoverySession,,3,right_only
PrintManagerService,getBindInstantServiceAllowed,,2,right_only
PrintManagerService,getCustomPrinterIcon,,3,right_only
PrintManagerService,getPrintJobInfo,,4,right_only
PrintManagerService,getPrintJobInfos,,3,right_only
PrintManagerService,getPrintServiceRecommendations,,2,right_only
PrintManagerService,getPrintServices,,3,right_only
PrintManagerService,print,,7,right_only
PrintManagerService,removePrintJobStateChangeListener,,3,right_only
PrintManagerService,removePrintServiceRecommendationsChangeListener,,3,right_only
PrintManagerService,removePrintServicesChangeListener,,3,right_only
PrintManagerService,restartPrintJob,,4,right_only
PrintManagerService,setBindInstantServiceAllowed,,3,right_only
PrintManagerService,setPrintServiceEnabled,,4,right_only
PrintManagerService,startPrinterDiscovery,,4,right_only
PrintManagerService,startPrinterStateTracking,,3,right_only
PrintManagerService,stopPrinterDiscovery,,3,right_only
PrintManagerService,stopPrinterStateTracking,,3,right_only
PrintManagerService,validatePrinters,,3,right_only
ClipboardService,isSEContainerAndIsolated,,2,right_only
AccountManagerService$Lifecycle,createRequestAccountAccessIntentSenderAsUser,,4,right_only
RestrictionsManagerService,notifyPermissionResponse,,3,right_only
RestrictionsManagerService,requestPermission,,5,right_only
WifiService,addWhiteListToHostapd,,3,right_only
WifiService,callSECApi,,2,right_only
WifiService,callSECStringApi,,2,right_only
WifiService,getCountryRev,,1,right_only
WifiService,getCurrentCountryCode,,1,right_only
WifiService,getExtenderMode,,1,right_only
WifiService,getNetworkInfo,,1,right_only
WifiService,getProvisionSuccess,,1,right_only
WifiService,getRoamBand,,1,right_only
WifiService,getRoamDelta,,1,right_only
WifiService,getRoamScanPeriod,,1,right_only
WifiService,getRoamTrigger,,1,right_only
WifiService,getRvfMode,,1,right_only
WifiService,getSpecificNetwork,,2,right_only
WifiService,getWcmMessenger,,1,right_only
WifiService,getWifiApConfigTxPower,,1,right_only
WifiService,getWifiApInterfaceName,,1,right_only
WifiService,getWifiApMaxClient,,1,right_only
WifiService,getWifiApStaList,,1,right_only
WifiService,getWifiApStaListDetail,,1,right_only
WifiService,getWifiApTimeOut,,1,right_only
WifiService,isCaptivePortalException,,1,right_only
WifiService,isExtenderEnabled,,1,right_only
WifiService,isWifiSharingEnabled,,1,right_only
WifiService,resetWhiteListToHostapd,,1,right_only
WifiService,runIptablesRulesCommand,,2,right_only
WifiService,semAddOrUpdateNetwork,,4,right_only
WifiService,semGetMHSConfig,,2,right_only
WifiService,semGetStationInfo,,2,right_only
WifiService,semGetWifiApChannel,,1,right_only
WifiService,semIsCarrierNetworkSaved,,1,right_only
WifiService,semRemoveNetwork,,4,right_only
WifiService,semSetMHSConfig,,2,right_only
WifiService,semStartPartialChannelScan,,3,right_only
WifiService,setAutoConnectCarrierApEnabled,,2,right_only
WifiService,setCountryRev,,2,right_only
WifiService,setExtenderMode,,2,right_only
WifiService,setImsCallEstablished,,2,right_only
WifiService,setIsFmcNetwork,,2,right_only
WifiService,setProvisionSuccess,,2,right_only
WifiService,setRoamBand,,2,right_only
WifiService,setRoamDelta,,2,right_only
WifiService,setRoamScanPeriod,,2,right_only
WifiService,setRoamTrigger,,2,right_only
WifiService,setRvfMode,,2,right_only
WifiService,setWifiApConfigTxPower,,2,right_only
WifiService,setWifiApConfigurationToDefault,,1,right_only
WifiService,setWifiApTimeOut,,2,right_only
WifiService,setWifiSharingEnabled,,2,right_only
WifiService,supportWifiAp5G,,1,right_only
WifiService,supportWifiAp5GBasedOnCountry,,1,right_only
ShortcutService$Lifecycle,applyRestoreSmartSwitch,,3,right_only
ShortcutService$Lifecycle,getBackupShortcut,,2,right_only
ShortcutService$Lifecycle,getBitmapPathList,,2,right_only
ShortcutService$Lifecycle,getShortcutBitmapsFileDescriptor,,1,right_only
ShortcutService$Lifecycle,requestPinShortcutAsDisplay,,6,right_only
ShortcutService$Lifecycle,restoreBitmapsFromBackupService,,4,right_only
IQIServiceBroker,getTimestamp,,1,right_only
IQIServiceBroker,registerMetricQueryCallback,,3,right_only
IQIServiceBroker,registerMetricSourcingCallback,,3,right_only
IQIServiceBroker,registerProfileChangedCallback,,2,right_only
IQIServiceBroker,registerServiceChangedCallback,,2,right_only
IQIServiceBroker,shouldSubmitMetric,,2,right_only
IQIServiceBroker,submitMetric,,2,right_only
IQIServiceBroker,unregisterMetricQueryCallback,,3,right_only
IQIServiceBroker,unregisterMetricSourcingCallback,,3,right_only
IQIServiceBroker,unregisterProfileChangedCallback,,2,right_only
IQIServiceBroker,unregisterServiceChangedCallback,,2,right_only
BluetoothService,bindBluetoothProfileServiceWithCaller,,4,right_only
BluetoothService,dumpInFile,,1,right_only
BluetoothService,enableBle,,2,right_only
BluetoothService,getBleAppCount,,1,right_only
BluetoothService,getBleAppCounts,,1,right_only
BluetoothService,getFileService,,2,right_only
BluetoothService,getPropertyService,,2,right_only
BluetoothService,getSamsungBleAppCount,,1,right_only
BluetoothService,getSettingsName,,1,right_only
BluetoothService,putLogs,,2,right_only
BluetoothService,registerSinkServiceChangeCallback,,2,right_only
BluetoothService,registerStateDisableBleCallback,,2,right_only
BluetoothService,sendDisableBleCallback,,1,right_only
BluetoothService,sendSinkServiceChangeCallback,,2,right_only
BluetoothService,setPropertyService,,3,right_only
BluetoothService,shutdown,,1,right_only
BluetoothService,unbindBluetoothProfileServiceWithCaller,,4,right_only
BluetoothService,unregisterSinkServiceChangeCallback,,2,right_only
BluetoothService,unregisterStateDisableBleCallback,,2,right_only
BluetoothService,updateSBleAppCount,,4,right_only
BluetoothService,writeFileService,,3,right_only
FingerprintService,request,,8,right_only
FingerprintService,semGetFingerIconRectInDisplay,,1,right_only
FingerprintService,semGetSensorAreaInDisplay,,1,right_only
FingerprintService,semRegisterFingerprintViewListener,,3,right_only
FingerprintService,semUnregisterFingerprintViewListener,,2,right_only
AutofillManagerService,addClient,,3,right_only
AutofillManagerService,cancelSession,,3,right_only
AutofillManagerService,disableOwnedAutofillServices,,2,right_only
AutofillManagerService,finishSession,,3,right_only
AutofillManagerService,getAutofillServiceComponentName,,1,right_only
AutofillManagerService,getAvailableFieldClassificationAlgorithms,,1,right_only
AutofillManagerService,getDefaultFieldClassificationAlgorithm,,1,right_only
AutofillManagerService,getFillEventHistory,,1,right_only
AutofillManagerService,getUserData,,1,right_only
AutofillManagerService,getUserDataId,,1,right_only
AutofillManagerService,isFieldClassificationEnabled,,1,right_only
AutofillManagerService,isServiceEnabled,,3,right_only
AutofillManagerService,isServiceSupported,,2,right_only
AutofillManagerService,onPendingSaveUi,,3,right_only
AutofillManagerService,removeClient,,3,right_only
AutofillManagerService,restoreSession,,4,right_only
AutofillManagerService,setAuthenticationResult,,5,right_only
AutofillManagerService,setAutofillFailure,,4,right_only
AutofillManagerService,setHasCallback,,4,right_only
AutofillManagerService,setUserData,,2,right_only
AutofillManagerService,startSession,,11,right_only
AutofillManagerService,updateOrRestartSession,,13,right_only
AutofillManagerService,updateSession,,8,right_only
OverlayManagerService,applySamsungThemeOverlays,,5,right_only
TimaKeystoreService$Lifecycle,enableTimaKeystore,,3,right_only
TimaKeystoreService$Lifecycle,enableTimaKeystorePerApp,,3,right_only
TimaKeystoreService$Lifecycle,encryptPassword,,2,right_only
TimaKeystoreService$Lifecycle,getContainerAdminDetails,,4,right_only
TimaKeystoreService$Lifecycle,isTimaKeyStoreDefaultForContainer,,2,right_only
TimaKeystoreService$Lifecycle,isTimaKeystoreEnabled,,2,right_only
TimaKeystoreService$Lifecycle,isTimaKeystoreEnabledForUKS,,3,right_only
TimaKeystoreService$Lifecycle,isTimaKeystoreEnabledInDB,,2,right_only
TimaKeystoreService$Lifecycle,isTimaKeystoreEnabledInternal,,2,right_only
FrsService,executeAction,,3,right_only
TextClassificationManagerService$Lifecycle,onClassifyText,,4,right_only
TextClassificationManagerService$Lifecycle,onCreateTextClassificationSession,,3,right_only
TextClassificationManagerService$Lifecycle,onDestroyTextClassificationSession,,2,right_only
TextClassificationManagerService$Lifecycle,onGenerateLinks,,4,right_only
TextClassificationManagerService$Lifecycle,onSelectionEvent,,3,right_only
TextClassificationManagerService$Lifecycle,onSuggestSelection,,4,right_only
SearchManagerService$Lifecycle,getSearchablesInInsightSearch,,2,right_only
WifiP2pService,getWifiP2pState,,1,right_only
WifiP2pService,isInactiveState,,1,right_only
DreamManagerService,awaken,,1,right_only
DreamManagerService,dream,,1,right_only
DreamManagerService,finishSelf,,3,right_only
DreamManagerService,getDefaultDreamComponent,,1,right_only
DreamManagerService,getDreamComponents,,1,right_only
DreamManagerService,isDreaming,,1,right_only
DreamManagerService,semStartDozing,,5,right_only
DreamManagerService,setDreamComponents,,2,right_only
DreamManagerService,startDozing,,4,right_only
DreamManagerService,stopDozing,,2,right_only
DreamManagerService,testDream,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceActiveAdminPermissionByContext,,6,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceActiveAdminPermissionByContext,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,removeActiveAdmin,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,removeActiveAdmin,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,activateAdminForUser,,4,right_only
EnterpriseDeviceManagerService$Lifecycle,activateDevicePermissions,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,addAuthorizedUid,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,addProxyAdmin,,5,right_only
EnterpriseDeviceManagerService$Lifecycle,captureUmcLogs,,4,right_only
EnterpriseDeviceManagerService$Lifecycle,configureContainerAdminForMigration,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,deactivateAdminForUser,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,disableConstrainedState,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,enableConstrainedState,,7,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceActiveAdminPermission,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceComponentCheck,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceContainerOwnerShipPermissionByContext,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceDoPoOnlyPermissionByContext,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceOwnerOnlyAndActiveAdminPermission,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,enforceOwnerOnlyPermissionByContext,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,enforcePermissionByContext,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,getActiveAdminComponent,,1,right_only
EnterpriseDeviceManagerService$Lifecycle,getActiveAdmins,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,getActiveAdminsInfo,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,getAdminContextIfCallerInCertWhiteList,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,getAdminRemovable,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,getAdminUidForAuthorizedUid,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,getAuthorizedUidForAdminUid,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,getConstrainedState,,1,right_only
EnterpriseDeviceManagerService$Lifecycle,getKPUPackageName,,1,right_only
EnterpriseDeviceManagerService$Lifecycle,getMyKnoxAdmin,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,getProxyAdmins,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,getRemoveWarning,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,getUserStatus,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,hasAnyActiveAdmin,,1,right_only
EnterpriseDeviceManagerService$Lifecycle,hasGrantedPolicy,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,hasGrantedPolicy,,4,right_only
EnterpriseDeviceManagerService$Lifecycle,isAdminActive,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,isAdminRemovable,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,isAdminRemovableInternal,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,isMdmAdminPresent,,1,right_only
EnterpriseDeviceManagerService$Lifecycle,isMdmAdminPresentAsUser,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,isMigrationStateNOK,,1,right_only
EnterpriseDeviceManagerService$Lifecycle,isRestrictedByConstrainedState,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,migrateApplicationDisablePolicy,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,migrateEnterpriseContainer,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,packageHasActiveAdmins,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,packageHasActiveAdminsAsUser,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,readUmcEnrollmentData,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,reconcileAdmin,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,removeActiveAdminFromDpm,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,removeAuthorizedUid,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,removeProxyAdmin,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,selfUpdateAdmin,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,sendIntent,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,setActiveAdmin,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,setActiveAdminSilent,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,setAdminRemovable,,4,right_only
EnterpriseDeviceManagerService$Lifecycle,setB2BMode,,2,right_only
EnterpriseDeviceManagerService$Lifecycle,setMyKnoxAdmin,,3,right_only
EnterpriseDeviceManagerService$Lifecycle,updateProxyAdmin,,5,right_only
EnterpriseDeviceManagerService$Lifecycle,writeUmcEnrollmentData,,3,right_only
OemLockService,isDeviceOemUnlocked,,1,right_only
OemLockService,isOemUnlockAllowed,,1,right_only
OemLockService,isOemUnlockAllowedByCarrier,,1,right_only
OemLockService,isOemUnlockAllowedByUser,,1,right_only
OemLockService,setOemUnlockAllowedByCarrier,,3,right_only
OemLockService,setOemUnlockAllowedByUser,,2,right_only
ContentService$Lifecycle,setIsSyncableAsUser,,5,right_only
RecoverySystemService,clearBcb,,1,right_only
RecoverySystemService,rebootRecoveryWithCommand,,2,right_only
RecoverySystemService,setupBcb,,2,right_only
RecoverySystemService,uncrypt,,3,right_only
AudioService$Lifecycle,addPackage,,3,right_only
AudioService$Lifecycle,dismissVolumePanel,,1,right_only
AudioService$Lifecycle,getAppDevice,,2,right_only
AudioService$Lifecycle,getAppVolume,,2,right_only
AudioService$Lifecycle,getAudioServiceConfig,,2,right_only
AudioService$Lifecycle,getCurrentAudioFocusPackageName,,1,right_only
AudioService$Lifecycle,getFineVolume,,3,right_only
AudioService$Lifecycle,getMediaVolumeSteps,,1,right_only
AudioService$Lifecycle,getMuteInterval,,1,right_only
AudioService$Lifecycle,getPinAppInfo,,2,right_only
AudioService$Lifecycle,getPinDevice,,1,right_only
AudioService$Lifecycle,getPrevRingerMode,,1,right_only
AudioService$Lifecycle,getRadioOutputPath,,1,right_only
AudioService$Lifecycle,getRemainingMuteIntervalMs,,1,right_only
AudioService$Lifecycle,getSelectedAppList,,1,right_only
AudioService$Lifecycle,getStreamVolumeForDevice,,3,right_only
AudioService$Lifecycle,getUidForDevice,,2,right_only
AudioService$Lifecycle,isAlreadyInDB,,2,right_only
AudioService$Lifecycle,isFMPlayerActive,,1,right_only
AudioService$Lifecycle,isForceSpeakerOn,,1,right_only
AudioService$Lifecycle,isInAllowedList,,2,right_only
AudioService$Lifecycle,isMultiSoundOn,,1,right_only
AudioService$Lifecycle,isSafeMediaVolumeStateActive,,1,right_only
AudioService$Lifecycle,isUsingAudio,,2,right_only
AudioService$Lifecycle,makeBTVolumeSame,,3,right_only
AudioService$Lifecycle,removePackageForName,,2,right_only
AudioService$Lifecycle,secGetActiveStreamType,,2,right_only
AudioService$Lifecycle,setAppDevice,,3,right_only
AudioService$Lifecycle,setAppVolume,,4,right_only
AudioService$Lifecycle,setAudioServiceConfig,,2,right_only
AudioService$Lifecycle,setDeviceToForceByUser,,3,right_only
AudioService$Lifecycle,setFineVolume,,6,right_only
AudioService$Lifecycle,setForceSpeakerOn,,2,right_only
AudioService$Lifecycle,setHearingAidDeviceConnectionState,,3,right_only
AudioService$Lifecycle,setMediaVolumeSteps,,2,right_only
AudioService$Lifecycle,setMultiSoundOn,,2,right_only
AudioService$Lifecycle,setMuteInterval,,3,right_only
AudioService$Lifecycle,setRadioOutputPath,,2,right_only
AudioService$Lifecycle,setSoundSettingEventBroadcastIntent,,3,right_only
AudioService$Lifecycle,setStreamVolumeForDevice,,6,right_only
UsageStatsService,deleteUsageStats,,1,right_only
EthernetService,UpdateEthDevInfo,,4,right_only
EthernetService,getEthernetServiceMessenger,,1,right_only
EthernetService,getSavedEthConfig,,1,right_only
EthernetService,getSavedProxyInfo,,2,right_only
EthernetService,getSavedProxySettings,,2,right_only
EthernetService,getUserDisabled,,1,right_only
EthernetService,isEthConnected,,1,right_only
EthernetService,setUserDisabled,,2,right_only
StatsCompanionService$Lifecycle,cancelAlarmForSubscriberTriggering,,1,right_only
StatsCompanionService$Lifecycle,cancelAnomalyAlarm,,1,right_only
StatsCompanionService$Lifecycle,cancelPullingAlarm,,1,right_only
StatsCompanionService$Lifecycle,pullData,,2,right_only
StatsCompanionService$Lifecycle,sendDataBroadcast,,3,right_only
StatsCompanionService$Lifecycle,sendSubscriberBroadcast,,8,right_only
StatsCompanionService$Lifecycle,setAlarmForSubscriberTriggering,,2,right_only
StatsCompanionService$Lifecycle,setAnomalyAlarm,,2,right_only
StatsCompanionService$Lifecycle,setPullingAlarm,,2,right_only
StatsCompanionService$Lifecycle,statsdReady,,1,right_only
StatsCompanionService$Lifecycle,triggerUidSnapshot,,1,right_only
BackupManagerService$Lifecycle,fullBackupCustomized,,14,right_only
BackupManagerService$Lifecycle,fullRestoreCustomized,,5,right_only
BackupManagerService$Lifecycle,isSubUserSupported,,1,right_only
BackupManagerService$Lifecycle,semBackupPackage,,5,right_only
BackupManagerService$Lifecycle,semBackupPackageAsUser,,6,right_only
BackupManagerService$Lifecycle,semRestorePackage,,3,right_only
BackupManagerService$Lifecycle,semRestorePackageAsUser,,4,right_only
BackupManagerService$Lifecycle,setupEdmBackupRestore,,4,right_only
DeviceIdentifiersPolicyService,getSerial,,1,right_only
